,Company_name,Bar_origin,Ref,Review_date,Cocoa_percentage,Company_location,Rating,Bean_origin
1268,Parliament,Alto Beni,1251,2014,70%,U.S.A.,3.0,Bolivia
1269,Parliament,Oko Caribe,1255,2014,70%,U.S.A.,3.5,Dominican Republic
1270,Pascha,Peru,1137,2013,55%,Peru,2.5,Peru
1271,Pascha,Peru,1137,2013,70%,Peru,2.75,Peru
1272,Patric,Signature Blend,636,2011,70%,U.S.A.,3.75,nan
1273,Patric,Madagascar,331,2009,75%,U.S.A.,4.0,Madagascar
1274,Patric,Madagascar,439,2009,67%,U.S.A.,3.5,Madagascar
1275,Patric,"Rio Caribe, Paria Penninsula",439,2009,70%,U.S.A.,3.5,Venezuela
1276,Patric,Madagascar,196,2007,70%,U.S.A.,4.0,Madagascar
1277,Patric,"Piura, Choc. Garage Exclusive",1034,2013,67%,U.S.A.,4.0,Peru
1278,Paul Young,"Madagascar, w/ shell",1271,2014,73%,U.K.,2.25,Madagascar
1279,Paul Young,"Madagascar, w/ shell",1271,2014,64%,U.K.,2.75,Madagascar
1280,Peppalo,Dominican Republic,1454,2015,82%,U.S.A.,3.0,Dominican Republic
1281,Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70%,Belgium,3.25,Cameroon
1282,Pierre Marcolini,Chuao,478,2010,75%,Belgium,3.0,Venezuela
1283,Pierre Marcolini,Trinite,478,2010,75%,Belgium,3.25,Trinidad
1284,Pierre Marcolini,"Baracoa, Cuba",516,2010,78%,Belgium,3.75,Cuba
1285,Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85%,Belgium,3.0,Peru
1286,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72%,Belgium,3.0,Brazil
1287,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72%,Belgium,3.0,Mexico
1288,Pierre Marcolini,Cabosse,111,2007,70%,Belgium,4.0,"Venezuela, Java"
1289,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72%,Belgium,3.75,Ecuador
1290,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72%,Belgium,4.0,Madagascar
1291,Pierre Marcolini,Fleur de Cacao,166,2007,85%,Belgium,3.5,Venezuela/ Ghana
1292,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,72%,Belgium,4.0,Mexico
1293,Pierre Marcolini,"Kendem Lembu, Java",93,2006,72%,Belgium,3.0,Indonesia
1294,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72%,Belgium,4.0,Venezuela
1295,Pinellas,Wampusirpi Region,1772,2016,80%,U.S.A.,2.5,Honduras
1296,Pitch Dark,Tenor,1506,2015,62%,U.S.A.,2.5,Nicaragua
1297,Pitch Dark,Johe,1506,2015,80%,U.S.A.,2.75,Nicaragua
1298,Pitch Dark,Chuno,1510,2015,80%,U.S.A.,2.75,Nicaragua
1299,Pitch Dark,Nicalizo,1510,2015,80%,U.S.A.,2.75,Nicaragua
1300,Pitch Dark,Rugoso,1510,2015,80%,U.S.A.,3.25,Nicaragua
1301,Pitch Dark,Akesson Estate,1311,2014,73%,U.S.A.,3.25,Madagascar
1302,Pitch Dark,Namau Village,1315,2014,73%,U.S.A.,2.5,Fiji
1303,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73%,U.S.A.,3.25,Ecuador
1304,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73%,U.S.A.,3.5,Ecuador
1305,Pomm (aka Dead Dog),"La Red, 2011",829,2012,76%,U.S.A.,2.5,Dominican Republic
1306,Pomm (aka Dead Dog),Peru,829,2012,82%,U.S.A.,2.75,Peru
1307,Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70%,U.S.A.,3.75,Domincan Republic
1308,Potomac,"Cuyagua, 2013",1387,2014,70%,U.S.A.,3.75,Venezuela
1309,Potomac,Upala w/ nibs,647,2011,70%,U.S.A.,3.5,Costa Rica
1310,Potomac,"Upala, Batch 18",654,2011,70%,U.S.A.,3.0,Costa Rica
1311,Potomac,"San Martin, Amazonian Highlands",789,2011,70%,U.S.A.,2.75,Peru
1312,Potomac,Bahia,789,2011,70%,U.S.A.,3.5,Brazil
1313,Potomac,"Upala, Batch 12",607,2010,82%,U.S.A.,3.75,Costa Rica
1314,Pralus,Peru,1446,2015,75%,France,3.25,Peru
1315,Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75%,France,3.25,Venezuela
1316,Pralus,Chuao,486,2010,75%,France,3.5,Venezuela
1317,Pralus,Cuyagua,451,2009,75%,France,2.0,Venezuela
1318,Pralus,Papouasie,199,2008,75%,France,3.0,Papua New Guinea
1319,Pralus,"Sambirano Valley, Le 100%",202,2008,100%,France,3.0,Madagascar
1320,Pralus,Dominican Republic-Organic,280,2008,75%,France,2.0,Dominican Republic
1321,Pralus,"Monte Alegre, Diego Badero",280,2008,75%,France,3.5,Brazil
1322,Pralus,Claudio Corallo w/ nibs,162,2007,75%,France,4.0,Sao Tome
1323,Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75%,France,3.0,Brazil
1324,Pralus,Tanzania,105,2006,75%,France,3.5,Tanzania
1325,Pralus,Sao Tome & Principe,5,2006,75%,France,3.5,Sao Tome & Principe
1326,Pralus,Trinidad,5,2006,75%,France,3.5,Trinidad
1327,Pralus,"Madagascar, Nosy Be Isle.",5,2006,75%,France,3.75,Madagascar
1328,Pralus,"Java, Indonesie",32,2006,75%,France,3.5,Indonesia
1329,Pralus,"Barlovento, Venezuela",32,2006,75%,France,3.5,Venezuela
1330,Pralus,Jamaique,32,2006,75%,France,4.0,Jamaica
1331,Pralus,Equateur,40,2006,75%,France,3.0,Ecuador
1332,Pralus,Vanuatu,40,2006,75%,France,3.0,Vanuatu
1333,Pralus,Ghana,40,2006,75%,France,3.25,Ghana
1334,Pralus,Colombie,40,2006,75%,France,3.5,Colombia
1335,Pralus,Fortissima,93,2006,80%,France,4.0,Ecuador
1336,Pralus,Cuba,99,2006,75%,France,3.0,Cuba
1337,Pralus,"Caracas, Venezuela and Ghana",99,2006,75%,France,3.0,"Venezuela, Ghana"
1338,Pralus,"Djakarta, Java and Ghana",99,2006,75%,France,3.5,"Indonesia, Ghana"
1339,Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77%,U.K.,3.5,Ecuador
1340,Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,70%,U.K.,3.5,Grenada
1341,Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74%,U.K.,3.5,Madagascar
1342,Pump Street Bakery,Honduras,1688,2015,80%,U.K.,2.75,Honduras
1343,Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75%,U.K.,2.75,Venezuela
1344,Pump Street Bakery,Guantupi River,1223,2014,75%,U.K.,3.0,Ecuador
1345,Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72%,U.K.,3.25,Madagascar
1346,Pump Street Bakery,Guantupi River,1227,2014,85%,U.K.,2.75,Ecuador
1347,Pura Delizia,Venezuela,931,2012,73%,Italy,2.75,Venezuela
1348,Q Chocolate,Brazil,1057,2013,75%,Brazil,3.25,Brazil
1349,Q Chocolate,Brazil,1057,2013,85%,Brazil,3.5,Brazil
1350,Q Chocolate,Brazil,1069,2013,55%,Brazil,2.75,Brazil
1351,Q Chocolate,Brazil,1069,2013,80%,Brazil,3.25,Brazil
1352,Q Chocolate,Brazil,935,2012,60%,Brazil,3.0,Brazil
1353,Q Chocolate,Brazil,935,2012,65%,Brazil,3.25,Brazil
1354,Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70%,Mexico,2.75,Mexico
1355,Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74%,Mexico,3.0,Mexico
1356,Raaka,Amazon Basin Blend,1788,2016,70%,U.S.A.,3.0,"Peru(SMartin,Pangoa,nacional)"
1357,Raaka,Virunga,1708,2015,75%,U.S.A.,2.75,Congo
1358,Raaka,Madagascar,959,2012,75%,U.S.A.,3.25,Madagascar
1359,Raaka,La Red,785,2011,85%,U.S.A.,3.5,Dominican Republic
1360,Rain Republic,Suchitepequez E.,470,2010,70%,Guatemala,2.75,Guatemala
1361,Rancho San Jacinto,Ecuador,565,2010,75%,Eucador,3.0,Ecuador
1362,Ranger,"San Martin, Batch 2",1558,2015,70%,U.S.A.,2.5,Peru
1363,Ranger,"Chulucanas, Batch 1",1562,2015,80%,U.S.A.,3.25,Peru
1364,Ranger,"Tumbes, Batch 2",1562,2015,73%,U.S.A.,3.5,Peru
1365,Raoul Boulanger,Piura,1872,2016,75%,France,3.25,Peru
1366,Raw Cocoa,Raw,867,2012,70%,Poland,2.5,nan
1367,Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75%,Ecuador,3.25,Ecuador
1368,Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75%,Ecuador,2.5,Ecuador
1369,Republica del Cacao (aka Confecta),Manabi,147,2007,75%,Ecuador,3.0,Ecuador
1370,Republica del Cacao (aka Confecta),El Oro,147,2007,67%,Ecuador,3.5,Ecuador
1371,Republica del Cacao (aka Confecta),Los Rios,170,2007,75%,Ecuador,3.75,Ecuador
1372,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75%,U.S.A.,3.75,Ecuador
1373,Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85%,U.S.A.,3.5,Ecuador
1374,Ritual,"Mid Mountain, 2014",1466,2015,70%,U.S.A.,3.5,nan
1375,Ritual,"Toledo District, Maya",1089,2013,75%,U.S.A.,3.75,Belize
1376,Ritual,"Maranon, Cajamarca",1181,2013,75%,U.S.A.,3.0,Peru
1377,Ritual,Sambirano,891,2012,75%,U.S.A.,4.0,Madagascar
1378,Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75%,U.S.A.,3.25,Ecuador
1379,Ritual,Gran Couva,979,2012,75%,U.S.A.,3.5,Trinidad
1380,Ritual,Costa Rica,745,2011,75%,U.S.A.,3.5,Costa Rica
1381,Roasting Masters,"La Dorado, light roast",1844,2016,70%,South Korea,3.25,Costa Rica
1382,Roasting Masters,"Tapanti, light roast",1844,2016,70%,South Korea,3.25,Costa Rica
1383,Roasting Masters,Maleku,1844,2016,70%,South Korea,3.25,Costa Rica
1384,Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75%,Madagascar,3.25,Madagascar
1385,Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68%,Madagascar,3.25,Madagascar
1386,Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66%,U.K.,3.5,Grenada
1387,Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75%,U.S.A.,3.75,Honduras
1388,Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70%,U.S.A.,3.75,Venezuela
1389,Rogue,"Tranquilidad, Batch 1",1566,2015,75%,U.S.A.,3.25,Bolivia
1390,Rogue,Porcelana,1209,2014,80%,U.S.A.,3.75,Venezuela
1391,Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70%,U.S.A.,3.5,Madagascar
1392,Rogue,"Hispaniola, 2013",1081,2013,70%,U.S.A.,3.5,Dominican Republic
1393,Rogue,"Silvestre, Batch 7, 2013",1081,2013,75%,U.S.A.,4.0,Bolivia
1394,Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75%,U.S.A.,3.75,Jamaica
1395,Rogue,"Camino Verde P., Balao, Guayas",979,2012,75%,U.S.A.,3.75,Ecuador
1396,Rogue,"Silvestre, Batch 1, 2011",793,2011,75%,U.S.A.,3.0,Bolivia
1397,Rogue,Piura,565,2010,75%,U.S.A.,3.75,Peru
1398,Rogue,Rio Caribe,327,2009,70%,U.S.A.,3.5,Venezuela
1399,Rogue,"Hispaniola, 2008",213,2008,70%,U.S.A.,2.75,Dominican Republic
1400,Rogue,Jamaica,213,2008,70%,U.S.A.,2.75,Jamaica
1401,Rogue,"Sambirano, 2008",213,2008,70%,U.S.A.,2.75,Madagascar
1402,Rogue,Trinidad,213,2008,70%,U.S.A.,3.0,Trinidad
1403,Rozsavolgyi,Sur del Lago,809,2012,84%,Hungary,2.5,Venezuela
1404,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76%,Hungary,2.25,Venezuela
1405,Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72%,Hungary,2.5,Madagascar
1406,Rozsavolgyi,Carenero Superior,713,2011,73%,Hungary,3.5,Venezuela
1407,Rozsavolgyi,Porcelana,717,2011,71%,Hungary,2.5,Venezuela
1408,Rozsavolgyi,"Aragua, Trincheras",717,2011,70%,Hungary,3.5,Venezuela
1409,Rozsavolgyi,Principe,765,2011,77%,Hungary,2.75,Principe
1410,S.A.I.D.,Malgascio,607,2010,64%,Italy,3.5,Madagascar
1411,S.A.I.D.,100 percent,615,2010,100%,Italy,1.5,nan
1412,S.A.I.D.,Samana,615,2010,70%,Italy,3.0,Dominican Republic
1413,S.A.I.D.,Arawak,615,2010,72%,Italy,3.5,Carribean
1414,S.A.I.D.,Latino,615,2010,72%,Italy,3.5,nan
1415,Sacred,Midnight,813,2012,83%,U.S.A.,2.75,Central and S. America
1416,Sacred,Twilight,813,2012,69%,U.S.A.,3.25,Central and S. America
1417,Salgado,Bahia Superior,288,2008,70%,Argentina,3.5,Brazil
1418,Salgado,Esmeraldas,288,2008,70%,Argentina,3.5,Ecuador
1419,Salgado,Carenero Superior,288,2008,70%,Argentina,3.5,Venezuela
1420,Salgado,Rio Arriba,292,2008,70%,Argentina,3.5,Ecuador
1421,Santander (Compania Nacional),Colombian 2008,404,2009,75%,Colombia,2.75,Colombia
1422,Santander (Compania Nacional),Colombian w/ nibs,414,2009,70%,Colombia,3.0,Colombia
1423,Santander (Compania Nacional),Colombian Semi Dark,32,2006,53%,Colombia,2.0,Colombia
1424,Santander (Compania Nacional),Colombian,32,2006,65%,Colombia,3.0,Colombia
1425,Santander (Compania Nacional),Colombian Dark,32,2006,70%,Colombia,4.0,Colombia
1426,Santome,Sao Tome,761,2011,70%,France,2.75,Sao Tome
1427,Scharffen Berger,San Juan de Cheni,959,2012,78%,U.S.A.,4.0,Peru
1428,Scharffen Berger,Markham Valley,781,2011,68%,U.S.A.,3.75,Papua New Guinea
1429,Scharffen Berger,Camahogne,464,2010,68%,U.S.A.,3.5,Grenada
1430,Scharffen Berger,Amina,464,2010,65%,U.S.A.,3.75,Madagascar
1431,Scharffen Berger,Tome Acu,336,2009,68%,U.S.A.,3.75,Brazil
1432,Scharffen Berger,Asante,336,2009,65%,U.S.A.,4.0,Ghana
1433,Scharffen Berger,Ben Tre,445,2009,72%,U.S.A.,3.75,Vietnam
1434,Scharffen Berger,Finisterra,227,2008,72%,U.S.A.,3.0,"Ven., Trinidad, Mad."
1435,Scharffen Berger,Las Islas,117,2007,72%,U.S.A.,3.0,Carribean(DR/Jam/Tri)
1436,Scharffen Berger,Nibby,135,2007,62%,U.S.A.,3.0,nan
1437,Scharffen Berger,Cuyagua,135,2007,75%,U.S.A.,3.75,Venezuela
1438,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75%,U.S.A.,3.0,Carribean
1439,Scharffen Berger,Extra Dark,15,2006,82%,U.S.A.,2.0,nan
1440,Scharffen Berger,Bittersweet,15,2006,70%,U.S.A.,3.5,nan
1441,Scharffen Berger,Kumasi Sambirano,40,2006,68%,U.S.A.,2.0,Ghana & Madagascar
1442,Scharffen Berger,Jamaica a l'ancienne,56,2006,70%,U.S.A.,2.0,Jamaica
1443,Scharffen Berger,Semisweet,56,2006,62%,U.S.A.,3.0,nan
1444,Seaforth,Dominican Republic,1658,2015,70%,U.K.,2.75,Domincan Republic
1445,Seaforth,Grenada,1658,2015,70%,U.K.,2.75,Grenada
1446,Shark Mountain,Jamaica,1450,2015,72%,U.S.A.,3.25,Jamaica
1447,Shark Mountain,Papua New Guinea,1450,2015,73%,U.S.A.,3.5,Papua New Guinea
1448,Shark Mountain,Cuyagua,1466,2015,77%,U.S.A.,2.75,Venezuela
1449,Shark Mountain,ROIG,1466,2015,74%,U.S.A.,3.5,Dominican Republic
1450,Shark Mountain,Ecuador,1335,2014,75%,U.S.A.,3.0,Ecuador
1451,Shark Mountain,"Belize, 2013",1335,2014,72%,U.S.A.,3.25,Belize
1452,Shark's,Hilo,713,2011,73%,U.S.A.,2.0,Hawaii
1453,Shark's,"Hilo, w/ added cocoa butter",721,2011,73%,U.S.A.,2.5,Hawaii
1454,Shattel,Tingo Maria,1884,2016,70%,Peru,3.25,Peru
1455,Shattell,Porcelana,757,2011,75%,Peru,3.5,Peru
1456,Sibu,Oro,1586,2015,82%,Costa Rica,3.25,Costa Rica
1457,Sibu,Oscuro,1586,2015,70%,Costa Rica,3.5,Costa Rica
1458,Sibu Sura,Peru,911,2012,70%,U.S.A.,2.5,Peru
1459,Silvio Bessone,Maya Belize,717,2011,67%,Italy,3.0,Belize
1460,Silvio Bessone,"Trintade, Sao Tome",725,2011,65%,Italy,3.25,Sao Tome
1461,Silvio Bessone,"Bahia, Scavina",729,2011,60%,Italy,3.25,Brazil
1462,Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68%,Italy,3.0,Colombia
1463,Sirene,Wild Bolivia,1788,2016,73%,Canada,3.5,Bolivia
1464,Sirene,Kokoa Kamili Coop,1856,2016,73%,Canada,3.5,Tanzania
1465,Sirene,"Esmeraldas, Salazar Farm",1860,2016,73%,Canada,3.75,Ecuador
1466,Sirene,"Somia Plantation, 2012",1502,2015,100%,Canada,3.0,Madagascar
1467,Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100%,Canada,3.0,Ecuador
1468,Sirene,Lachua w/ cane sugar,1614,2015,73%,Canada,3.0,Guatemala
1469,Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73%,Canada,3.25,Guatemala
1470,Sirene,Pisa,1650,2015,73%,Canada,3.25,Haiti
1471,Sirene,"Somia Plantation, 2012",1339,2014,67%,Canada,3.75,Madagascar
1472,Sirene,"Somia Plantation, 2012",1339,2014,73%,Canada,3.75,Madagascar
1473,Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73%,Canada,3.75,Ecuador
1474,Sjolinds,Ghana,1454,2015,70%,U.S.A.,2.75,Ghana
1475,Sjolinds,Nicaragua,1462,2015,72%,U.S.A.,3.0,Nicaragua
1476,"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70%,Australia,3.5,Dominican Republic
1477,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70%,Australia,3.75,Venezuela
1478,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70%,Australia,4.0,Ecuador
1479,"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70%,Australia,3.75,Belize
1480,"Smooth Chocolator, The",Tien Giang,1864,2016,70%,Australia,3.0,Vietnam
1481,"Smooth Chocolator, The",Australia,1864,2016,67%,Australia,3.75,Australia
1482,"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70%,Australia,3.25,Guatemala
1483,"Smooth Chocolator, The",Akesson's Estate,1618,2015,65%,Australia,3.25,Madagascar
1484,"Smooth Chocolator, The",Akesson's Estate,1622,2015,70%,Australia,3.5,Madagascar
1485,"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67%,Australia,3.75,Tanzania
1486,"Smooth Chocolator, The",San Juan Estate,1622,2015,70%,Australia,3.75,Trinidad
1487,"Smooth Chocolator, The",Camino Verde,1622,2015,72%,Australia,4.0,Ecuador
1488,"Smooth Chocolator, The",Bolivia,1626,2015,72%,Australia,2.75,Bolivia
1489,"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65%,Australia,3.5,Papua New Guinea
1490,"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67%,Australia,3.0,Peru
1491,"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70%,Australia,3.75,Venezuela
1492,Snake & Butterfly,Ghana,693,2011,67%,U.S.A.,1.5,Ghana
1493,Snake & Butterfly,Madagascar,502,2010,68%,U.S.A.,3.0,Madagascar
1494,Snake & Butterfly,Ecuador,502,2010,68%,U.S.A.,3.25,Ecuador
1495,Sol Cacao,"Ecuador, Batch 1",1812,2016,70%,U.S.A.,3.5,Ecuador
1496,Sol Cacao,Madagascar,1518,2015,72%,U.S.A.,3.0,Madagascar
1497,Solkiki,"Maranon, Fortunato No. 4",1840,2016,68%,U.K.,2.75,Peru
1498,Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85%,U.K.,2.75,Domincan Republic
1499,Solomons Gold,Solomon Island,1792,2016,70%,New Zealand,3.25,Solomon Islands
1500,Solomons Gold,Solomon Island w/ nibs,1796,2016,75%,New Zealand,3.25,Solomon Islands
1501,Solstice,Bundibugyo,1335,2014,70%,U.S.A.,3.0,Uganda
1502,Solstice,Sambirano,1157,2013,70%,U.S.A.,3.0,Madagascar
1503,Solstice,Amazonas,1157,2013,70%,U.S.A.,3.0,Venezuela
1504,Solstice,Bolivia,1161,2013,70%,U.S.A.,3.25,Bolivia
1505,Solstice,San Martin,1161,2013,70%,U.S.A.,3.25,Peru
1506,Solstice,Wasatch,1161,2013,70%,U.S.A.,3.5,nan
1507,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62%,Canada,3.5,Domincan Republic
1508,Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70%,Canada,3.5,Madagascar
1509,Soma,"Bahia Black, batch bra50722.1",1828,2016,70%,Canada,3.5,Brazil
1510,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75%,Canada,3.75,"Ven.,Ecu.,Peru,Nic."
1511,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70%,Canada,3.75,Nicaragua
1512,Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70%,Canada,4.0,Vietnam
1513,Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70%,Canada,3.25,Ecuador
1514,Soma,CSB Chama,1594,2015,70%,Canada,3.5,Venezuela
1515,Soma,Porcelana,1594,2015,75%,Canada,4.0,Venezuela
1516,Soma,"La Tronca, Matagalpa",1227,2014,70%,Canada,3.5,Nicaragua
1517,Soma,Maranon Canyon,1259,2014,70%,Canada,3.75,Peru
1518,Soma,La Dalia,1307,2014,70%,Canada,3.25,Nicaragua
1519,Soma,"Camino Verde P., Balao, Guayas",1307,2014,80%,Canada,3.5,Ecuador
1520,Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70%,Canada,3.75,Vanuatu
1521,Soma,Little Big Man,1339,2014,70%,Canada,3.25,Madagascar & Ecuador
1522,Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77%,Canada,3.75,Dominican Republic
1523,Soma,Java,1030,2013,70%,Canada,3.25,Indonesia
1524,Soma,"Apurimac, El Quinacho Co-op",1073,2013,70%,Canada,2.75,Peru
1525,Soma,"Sangre Grande P., Trinidad",1073,2013,70%,Canada,3.75,Trinidad
1526,Soma,Chef's Blend,1077,2013,70%,Canada,3.25,nan
1527,Soma,Patanemo,1077,2013,70%,Canada,3.75,Venezuela
1528,Soma,Crazy 88,1077,2013,88%,Canada,4.0,"Guat., D.R., Peru, Mad., PNG"
1529,Soma,"Maracaibo, El Vigia",1077,2013,70%,Canada,4.0,Venezuela
1530,Soma,Equator,1081,2013,67%,Canada,4.0,"Peru, Dom. Rep"
1531,Soma,Orinoco,1173,2013,70%,Canada,3.25,Venezuela
1532,Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70%,Canada,4.0,Jamaica
1533,Soma,Noula Coop,817,2012,70%,Canada,3.25,Haiti
1534,Soma,O'ahu,833,2012,70%,Canada,3.75,Hawaii
1535,Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70%,Canada,4.0,"Dom. Rep., Madagascar"
1536,Soma,"Dancing in Your Head, 5 bean blend",867,2012,70%,Canada,4.0,"Gre., PNG, Haw., Haiti, Mad"
1537,Soma,Cahabon Region,951,2012,70%,Canada,3.5,Guatemala
1538,Soma,Carenero Superior,951,2012,70%,Canada,3.75,Venezuela
1539,Soma,Eastern Promises,967,2012,70%,Canada,3.5,"Mad., Java, PNG"
1540,Soma,Papua New Guinea,983,2012,85%,Canada,3.5,Papua New Guinea
1541,Soma,"Grenada, Black Science",676,2011,70%,Canada,2.75,Grenada
1542,Soma,"Alto Beni, Wild Bolivian",676,2011,70%,Canada,3.5,Bolivia
1543,Soma,Peruvian,676,2011,64%,Canada,4.0,Peru
1544,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70%,Canada,4.0,"Ven, Bolivia, D.R."
1545,Soma,"Elvesia P., Black Science",682,2011,70%,Canada,3.75,Dominican Republic
1546,Soma,Chuao,688,2011,70%,Canada,3.5,Venezuela
1547,Soma,Black Science Blend 1,607,2010,70%,Canada,3.75,"DR, Ecuador, Peru"
1548,Soma,Hispaniola,377,2009,70%,Canada,3.0,Dominican Republic
1549,Soma,Africa,377,2009,70%,Canada,3.5,Ghana
1550,Soma,Conacado,387,2009,70%,Canada,3.0,Dominican Republic
1551,Soma,Papua New Guinea,387,2009,70%,Canada,3.5,Papua New Guinea
1552,Soma,Madagascar,387,2009,70%,Canada,3.75,Madagascar
1553,Soma,Ocumare,387,2009,70%,Canada,3.75,Venezuela
1554,Somerville,Nicaragua,1367,2014,70%,U.S.A.,3.25,Nicaragua
1555,Somerville,"Hawaiian, Big Island",1395,2014,70%,U.S.A.,3.5,Hawaii
1556,Soul,Dominican Republic,1932,2017,70%,Canada,3.25,Dominican Republic
1557,Soul,Madagascar,1936,2017,70%,Canada,3.5,Madagascar
1558,Soul,Venezuela,1936,2017,75%,Canada,3.5,Venezuela
1559,Soul,Ecuador,1936,2017,75%,Canada,3.25,Ecuador
1560,Soul,Papua New Guinea,1936,2017,77%,Canada,3.25,Papua New Guinea
1561,Soul,Tanzania,1940,2017,80%,Canada,3.5,Tanzania
1562,Spagnvola,AgroCriso Plantation,793,2012,70%,U.S.A.,3.0,Dominican Republic
1563,Spagnvola,AgroCriso Plantation,793,2012,80%,U.S.A.,3.0,Dominican Republic
1564,Spagnvola,AgroCriso Plantation,793,2012,75%,U.S.A.,3.25,Dominican Republic
1565,Spencer,Dominican Republic,1932,2017,70%,U.S.A.,3.75,Dominican Republic
1566,Spencer,Ecuador,1932,2017,70%,U.S.A.,3.5,Ecuador
1567,Spencer,Peru,1932,2017,70%,U.S.A.,2.75,Peru
1568,Spencer,"Dominican Republic, lot D82R",1792,2016,70%,Australia,3.5,Domincan Republic
1569,Spencer,"Ecuador, lot E432314L",1792,2016,70%,Australia,3.75,Ecuador
1570,Spencer,"Madagascar, lot M0403R",1792,2016,70%,Australia,3.75,Madagascar
1571,Spencer,Malekula Island,1434,2014,72%,Australia,2.75,Vanuatu
1572,Sprungli (Felchlin),Alto Beni,1057,2013,70%,Switzerland,3.0,Bolivia
1573,SRSLY,Dominican Republic,1113,2013,70%,U.S.A.,3.0,Dominican Republic
1574,SRSLY,Dominican Republic,1121,2013,84%,U.S.A.,2.25,Dominican Republic
1575,Starchild,"Bolivar, Arriba",1634,2015,70%,U.S.A.,3.0,Ecuador
1576,Starchild,Hispaniola,1692,2015,70%,U.S.A.,3.0,Domincan Republic
1577,Starchild,Cacao Verapaz,1692,2015,70%,U.S.A.,3.0,Guatemala
1578,Starchild,Rio Tuma,1692,2015,70%,U.S.A.,3.0,Nicaragua
1579,Starchild,Sambirano Valley,1696,2015,70%,U.S.A.,3.0,Madagascar
